context,emotion
王一博 wyb 王一博 平安 喜乐 web 王一博 酷盖   热爱  极致  正 能量 艺人 王一博 一人 千面  青年 演员  金鹰奖 观众 喜爱  男演员 王一博 惧 挑战  街舞 队长  中国 顶尖 舞者 推广 大使 王一博  中国 冰雪 运动 推广 大使  冬奥 文化 推广 使者 王一博  阳光 活力  滑板 少年  中国 滑板 运动 推广 大使 王一博  掌控 全场  舞台 王者  全世界  角落 跳舞  没差 王一博  永不言败  职业 赛车手 号 摩托车 风驰电掣 勇往直前 王一博 不愧  ,1
画个 饼 年    米兰  冬奥 疫情 赶紧   滚蛋,0
广西 百色市 急需 口罩  防疫 物资  人民  参与 冬奥 狂欢  疫情 来势汹汹 正 全力以赴 追赶 疫情 脚步 奈何 医疗 物资 储备  应对  来到  全面 爆发 情况 广西  装穷   真的   广西 援助   没少 出力 求助   恳请  diss     维护 冬奥 环境  稳定    方式,-1
肖战 期待 冬奥 赛场    抹 中国 红 立春 邂逅 冬奥 冰雪 之约   未来 ㅂ و,1
超级 期待 冬奥  年 奥运会  开幕式  天花板 级别  预祝 冬奥会 开幕式 圆满成功 过年   冬奥 张艺谋 剧透 冬奥会 开幕式 搞 人海战术 朋友圈  号召 一波 点   L 料 菌  微博 视频,1
  亲生  不用说     大年初一 送  吃屎    立春  冬奥 开幕式 送上 一场 逆转 买个 版权    男足  垃圾   舍得 买 全国 转播权  cicitv  年三十    春晚 大年初一    男足  不要脸,-1
 设计  冬奥 纪念币 开学 第一份 作业  画技 不行     想法 冰墩 墩  脸上 一圈  彩色    彩色 三个 领奖台   人举   奖杯  中国 国旗  地方 不够 画 五颗星 只画  一颗 三等奖    小孩 是因为  小朋友 年纪  不够  很想 体验  奥运会     机会 冰墩 墩  同意  呲,0
一加  等于 二是 国际 通用 规则     说 一加  等于 四   说 等于 二    愤怒 只能 说 视网膜  脑子 不用  捐给    骨子里  自卑     自负 苍蝇  影响     膈 应    想 送 一句 QNMDB     国家  财阀 说了算  美国 说了算   说了算    逼 逼  刘在石 不满 冬奥 速滑  黄大宪  判,-1
拼过  闪耀   冬奥    两年 前  参与  志愿者 报名 疫情     祖国 正以 肉眼   速度 飞速发展 年轻  一代   站   小苏 神 爱凌 嘉豪 谢谢你们     体会   体育  魅力   努力   拼搏  理想 生活 前进,1
冬奥 九宫格,0
 实际行动  冬奥 健儿 加油,1
 冬奥  宝贵,1
早餐 打卡 早  立春 冬奥 开幕,1
今日 立春 冬奥 开幕 今日 立春 雪纳 口罩 春风 送暖 吹散 疫情 阴霾 共克 时艰 迎 万物 枝芽 蔓生 希望  绿色   如期而至 雪纳     冬奥 迎春 天,1
种草  好久  想   电影   冬奥  疫情   出不去,-1
愿 世界 充满 爱愿 疫情 结束 愿 祖国 繁荣昌盛 愿 冬奥 盛世 圆满 举办 Thanksfortheloveandsupport,1
冬奥 村长 回应 国外 运动员 不舍 奥运会 O 冬奥 村长 回应 国外 运动员 不舍 奥运会,0
刘宇花 滑 姿势  王诗玥 柳鑫宇 加油 刘宇 加盟 星运 电台 冬奥 季 刘宇 加盟 星运 电台 冬奥 季  北京 冬 奥运 加油  冰雪 运动 喝彩 刘宇,1
北京 冬奥会 开幕式 冬奥会 开幕式 冬奥 碰上 立春 希望 疫情   春天,1
年 冬奥会 圆满 收官  冰雪 运动  热情   延续  ClubMed 体验 冬奥 同款 运动  雪道    飞驰 感受 激情  活力 ClubMed 北京 冬奥会 北京 冬奥会 圆满 收官,1
日前 冬奥会 正 如火如荼    助力 冬奥 提升 居民 垃圾 分类 水平 自觉 践行 绿色 低碳 生活 我市 城管 部门 联合 环卫 公司 积极开展 垃圾 分类 志愿 宣传 活动  垃圾 分类  冬奥会 相关 知识 送到 老百姓 家门口 L 邢台 环卫  微博 视频,0
丁程鑫 冬奥 开幕式 短片  丁程鑫 导演 发  花絮   认真  小丁     看吧,0
气运 联盟 广西 百色市 急需 口罩  防疫 物资  抱歉 打扰  占用  超话    广西南宁 林  一名 车轱辘 希望   关注  广西 百色 疫情   物资  真的  紧缺   友友   帮忙   热 搜  冬奥  举办 百色 疫情  热 搜   浪渣 压  希望   关注   帮帮忙 转发 谢谢,-1
疫情 欠  演唱会      今晚 冬奥 闭幕式  烟花  想起 两个 月 前  华晨 宇 火星 演唱会 希望   演唱会 早点 ,1
再见  北京 冬奥 再见   疫情 取消  售票  支持 特定 观众    高兴 家门口 办 奥运,0
冬奥 北京 冬奥会 花滑  垃圾  花滑 导播   换    切镜 失误 次   几年 前 说  一到 旋转 就切 俯视  毛病   年 冬奥    改 Δ,-1
周深献声 致敬 冬奥 周深  声音  恢宏  交响乐 太 大气 唯美    唱响 全世界,1
奥运 品质 我耀 此刻 期待 今晚  北京 冬奥 开幕式  简单   年 开幕式 震撼     疫情  全世界 最牛  大型 活动 ,1
返深  高速 路上  时不时  刹那 烟花 冬奥  立春立   春是 希望,1
冬奥 赛场   黑 科技 北京 冬奥会 北京 年 冬奥会 v 派 狂欢 L 策划人 毛庆海  微博 视频,0
冰墩 墩  观众席 举着 国旗 奔跑 冰墩 墩 挥舞 国旗  我国 奥运健儿 加油 我墩  爱国 墩  冬奥  结束  爱  冰墩 墩  下班 休息  真的 舍不得  冰墩 墩  下班   舍不得 L 咪咕 体育  微博 视频,0
余 景天 新 歌 冬奥 气氛 担当  冬奥 加油,1
花样滑冰   一届 男子 单滑 中 银 得主 陈巍  健山优  同一天 生日   冬奥 领奖台    第一次 ,0
划累  老婆 失联  小说 追  三本 连载   四百多 章   完结 游戏 下载  不想 肝 嫌 综艺 电视剧 时间 太 长 空气 周边   疑似 跑 路 冬奥 hg 西八 zg 智障 网友 断送   刷 wb  幸福 好烦  一天天  没意思,-1
北京 冬 奥组委 冬奥 闭环 未 发生 聚集 性 疫情 预计 新冠 阳性 病例 数将 持续 下降 O 北京 冬 奥组委 冬奥 闭环 未 发生 聚集 性 疫情 预计 新冠 阳性 病例 数将 持续 下降,0
期待 今晚 冬奥 开幕式,1
冬奥 开幕 时   家里 美美  吃零食   闭幕 时   图书馆  网  不行,0
外国 运动员 拍摄 超酷 冬奥 村 黑 科技 缆车 冰墩 墩 枕头 细节 拉满 O 网页 链接,0
联播  运动员  中心 跟着 总书记 共襄 冬奥 盛会 O 联播  运动员  中心 跟着 总书记 共襄 冬奥 盛会,0
广西 百色市 急需 口罩  防疫 物资 冬奥  精彩  此刻 百色 疫情     关注,0
  冬奥 体验 官 新华网 三句话 评 少年 小将 摘金 夺银 高手如云 世界级  赛场 注定 每一秒   拼 尽全力  较量 意气风发 谷爱凌 苏翊鸣 天空     极限 未来  期  自古 英雄  少年,1
睡醒 想一想 昨晚  事 好像  没什么    意料之中  莲粉 太久   新鲜 宝贝  昨晚   二十分钟  可爱 直播 莲黑 裹  运动员 粉  皮  冬奥 第九 块 金牌   赶上   深夜 破大防路    明星   冰墩 墩 瞬间 心理 平衡       想要   莲粉 本来  想念 莲莲      小事 无处 撒气 正好 一群 不怕死  莲 黑 撞  枪口  莲粉 撒 撒气     挺,1
冬奥 运动员 同款 加拿大  美国  衣服  不错 ,1
期待  叭 冬奥 闭幕式 北京 冬奥会 今晚 八点,1
朱易 冬奥 首秀 完美  朱易 能力 不行   陈虹 伊 感到 不公  撑起 中国 花滑        换下来     公平  残酷   却是       选手 换上 场   成绩  能力    说 成 未来  新星   却是 失误  天上 滑落  瞬间  相信 朱易    压力      谁又能 说 ,-1
 中国 冬奥 健儿 加油 LACCA Lily  微博 视频,1
 冬奥 健儿 喝彩 中国 金牌 九宫格  中国 冬奥 健儿 喝彩 O 网页 链接,1
科技 感拉满  北京 冬奥  速度    北京 冬奥 赛场    惊叹    勇于 超越   运动员    赛场   黑 科技  冬奥 云 转播   比赛 中 采用  子弹 时间  慢动作 回放 观众  度 观看 精彩 瞬间  阿里巴巴 云 计算 助力  观众们   获得  沉浸 式  体验  赛场   精彩    观众 分享  精彩  ,1
美国 选手 陈巍 金牌  华裔 陈巍  卫冕   美国 摘下  金 奖牌榜 反超 中国 悄然 跌  北京 冬奥会 北京 冬奥 奖牌,0
总书记  世界 讲述  拥抱 冬奥  中国 O 网页 链接,0
个人简历 荣誉    一项  个人简历 荣誉    一项  学会   冬奥 欢乐 观赛 团,0
 忘   冬奥 闭幕式 鼓楼 大街 往北 戒严  安定门 肯定 堵  不行 脑子 进水 点   外卖 一个多 小时    ,-1
冬奥 运动员 同款   冬奥会  中国     成绩 中国  加油  FAB 挺 ,1
 想起  加拿大 华裔 选手 陈伟群   羽生   三次 参加 奥运会  时 年 岁 老将  平昌 冬奥  成绩  第九名    水平 不行    陈伟群   世界 花滑 大奖赛 四大洲 锦标赛 冠军 索契 冬奥 银牌 得主  奖项  足以 证明   实力  老将   第三次 冬奥 之旅   四月 选择  暗淡 退场 竞技 体育     永远  巅峰  永远 有人 十八岁  精力  旺盛 身体 伤病  少 上场 状态 更好 说不定 还会  好运气 老将  退出      成绩 理想        抹杀   成绩 羽生 结弦  花 滑 历史   里程碑式 人物 无可替代  男单 大满贯 选手 金博洋  世界  第一个 跳出  选手  中国 最佳 男单 伟大  运动员   诋毁  优秀  永远 喜欢 羽生 结弦 喜欢 天,0
王一博 代言 安踏 wyb 王一博 安踏 品牌 全球 首席 代言人 web 爱 中国 红穿 冬奥 国旗 款 王一博酷 黑 运动 造型 wyb 王一博 z 世代 icon wyb 王一博酷 盖 web 酷盖 王一博 wyb 王一博酷 盖 黑豹 web 全能 酷盖 王一博 wyb 王一博 理想 照耀 中国 web 王一博   街舞 yibo 王一博   街舞 王一博正 能量 王一博 粉丝 正 能量,1
谷爱凌   冬奥 首枚 金牌 一下子 火到 不行    两场 比赛     担心  期待 国内外  网友    评价 褒贬不一   拿到 金牌  网友     逆 声音   拿到 两枚  一枚 金牌 网友     谷爱凌 封神  谷爱凌   平常心    两场 比赛    说   玩  开,0
 冬奥 结束  疫情 政策   放宽 希望  真的 快放  回家   年 假  攒  天 ,0
今日 元宵  团圆 开学 第二天 外面  锣鼓 鞭炮 片片 学生   听不进 课   学生 玩  猜 灯谜 介绍  元宵节      几段 精彩  冬奥 视频 元宵 为界 新春佳节 画  句点  年关 里 积攒   憧憬  期待    绵延 不知者 无罪  记得  踩 门槛 流沙 奶黄 馅  红 糖馅  元宵,0
羽生结 弦马 嘉祺 麻烦  先看  导语  黑粉 发  黑帖 请    骂 羽生 结弦  马嘉祺   两个    帅哥 职业    安安静静  冬奥  舞台 不好   显而易见  黑帖  不用  抨击    东西 dddd,-1
   笑  不行  瑞典    亲友  帽子 看成  sv 说 碗盆 维权 维到 冬奥  ,0
施诗 雪花 装唱 冬奥 歌曲    美女  唱歌   特别 惊艳,0
北京 冬奧會 周日 日 結束 運動員 教練 裁判   涉奧人員將  離境 因應 疫情 周日 起一連 天 北京 首都 機場 三號 航站 樓將   於 冬奧 航班 保障  保障 涉奧人員 好來  走,0
  直播 忍  周五 虎牙 直播    两天  冬奥 上头   心思 追星  晚上 睡不着 emo     想到 小钟 好久没     心情  重要,0
张艺谋 太 懂 中国   浪漫  YYSY 递 国旗   热泪盈眶 开场   节气   美到 不行  开头   这届 冬奥 开幕式 赢麻 ,1
流言 四起  风 笼罩 四季  黑 逆流而上 无畏  勇者 开辟   向阳  路,1
疫情 之下 办 冬奥 中国   从容 镇定 O 疫情 之下 办 冬奥 中国   从容 镇定,1
冬奥   明天 晚上 八点 观摩  开幕式  项目  不太 感兴趣,0
漫画 朱婷,1
奥运 品质 我耀 此刻 中国 冰雪 加油 冬奥 健儿 加油,1
冬奥 开幕   十四 亿 中国   期盼  全球 抗击 疫情  形势   彰显  中国  自信  一份 郑重 承诺  兑现 开幕式  精彩  体现  波澜壮阔  场景     细节 中 展示      国家  名称 聚拢  五环   平凡  坚持不懈  运动员   一棒 火炬手  设计 引燃 主 火炬 塔 别出心裁   一棒 火炬 定格  熊熊燃烧  火炬 塔 冬奥 开幕   十四 亿 中国   期盼  全球 抗击 疫情  形势   彰显  中国  自信  一份 郑重 承诺  兑现 开幕式  精彩  体现  波澜壮阔  场景     细节 中 展示      国家  名称 聚拢  五环   平凡  坚持不懈  运动员   一棒 火炬手  设计 引燃 主 火炬 塔 别出心裁   一棒 火炬 定格  雪花 中 看似 点  早已   雪花  过程 中 点燃 看似 微火   运动员 心中   熊熊燃烧  大火 这是  大胆  创新  中国 强大 文化底蕴 使然  一说 中国女足  顽强拼搏 精神 战胜 世界冠军 日本队 进  亚洲杯 决赛  危急 存亡之秋 挽救  中国 足球 挽留  中国 球迷  心  强烈建议 中国足协  中国男足  赢球 奖 发给 中国女足  更能 代表 中国 足,1
冬奥 赛场 EIEI 二杀 救 DNA 又动 ,1
 治愈  颜色    绿色  蓝色  中国 冬奥 健儿 加油  中国 冬奥 健儿 加油,1
拼过  闪耀  支持 冬奥 健儿 闪耀 出征,1
王一博 王一博 冬奥 文化 推广 使者 wyb 王一博 平安 喜乐 全能 酷盖 王一博 相聚  未来   期待  见证 一场 盛宴  闭幕   携手 共寻 未来  无限  八年 相伴    闪耀 全力以赴   主场     实力 玩转   冰雪 主场 L 奥迪  微博 视频,1
冬奥 观众席   美国 小哥  才艺   发现   镜头      做  动作 L 咪咕 体育  微博 视频,0
肖战 期待 冬奥 赛场    抹 中国 红 期待 冬奥 赛场    抹 中国 红 奥运健儿 加油  共赴 冰雪 之约,1
冬奥 位 夺冠 选手 全  黑龙江  黑牛 逼  教练员  运动员 yyds  为国争光     五星 国旗 升起,1
   在家  冬奥 欢有   同学聚会 结束  乌漆  黑  路上 骑小 电车 十点 半到 家,0
广西 百色市 急需 口罩  防疫 物资   说   心  凉 完  真的 广西 加油 百色 加油  冬奥 时期  想 说 中国 加油     疫情 时期  看不到 困难  百色   网友  评论 深深 伤    心   想 说 百色 加油 广西 加油,-1
广西 百色市 急需 口罩  防疫 物资 请   关注 冬奥    关注  广西  疫情  救救   广西,-1
四年 前立  flag 张家口 冬奥    疫情 卖票  温哥华 那届  喜欢 冰壶  短道 速滑 任子威    四年  意大利    意大利 冬奥会,0
前 两年 本来  想着 努 努力   北京 冬奥 现场    没想到    疫情,0
北京 冬奥会 闭幕式 冬奥 结束 疫情   结束 ,0
疫情 只能 待在家里 陪 小孩 希望 疫情 快点 结束 今晚  小朋友   冬奥,0
冰墩 墩 售罄 实在 不行  求助  义乌 行  冬奥  完      付款 界面,-1
龚俊 科普 冬奥 冷 知识 龚俊,0
北京 冬奥会 开幕式  冬奥 健儿 加油 美国    ,0
天 太短 希望 年 疫情  消失  意大利  冬奥,1
时间 好快 感觉 昨天  开幕式 冬奥   结束   空虚 疫情 快快   想  现场,0
黄明昊 冬奥 火炬手 狠狠  骄傲 住 ,1
肖战 肖战 手绘 雪容 融为 冬奥 健儿 加油 xz 肖战 爱  明信片  肖战   奥运健儿 加油,1
拼过  闪耀  支持 冬奥 健儿 闪耀 出征,1
北京 冬奥  比赛 结束 中国  进 三甲 美国会    奖牌榜 排名      俄罗斯   ,0
浅许  愿望 希望 四年  疫情  结束 希望  时 有钱   冬奥,1
冬奥 邓超 不行    笑 死  哈哈哈哈  说  社交 恐怖症,1
人民 体谈 北京 冬奥     汇聚 成  O 人民 体谈 北京 冬奥     汇聚 成 ,0
再见  北京 冬奥 舍不得 诶,-1
冬奥 主播  冰墩 墩 拿捏 住  冰墩 墩 想收  冰墩 墩 钥匙扣     拥有 奥林匹克 官店   ,0
拼过  闪耀  支持 冬奥 健儿 闪耀 出征,1
肖战 xz 肖战 手绘 雪容 融为 冬奥 健儿 加油 认真  肖战 最最 帅气 ,1
冬奥 邓超 不行 太 好笑  哈哈哈哈 哈哈哈,1
废弃 食材 煮 火锅 煮 泔水 关键   理解  事   吃 部队 锅    艰苦 年代     吃 泔水  北京 冬奥  后勤 做  韩国 北京 年 冬奥会 北京 年 冬奥会 韩国 部队 锅 北京 冬奥 村 回应 韩国队 抱怨 餐饮,-1
想到  韩国 队员 犯规  上升 成 韩国  单方面   外交 事件  离谱     官员 解释    事情  沟通交流  理解 当初 平昌 冬奥  黑 我国 吃   亏有  国人   hgr 真的 心眼 跟针     篡改 历史  民族  集体 记忆  扭曲 真相 服   国家 也许  真的 没拿得 出手  东西  ,-1
爱 运动 中国  安踏 中国 加油  冬奥 运动员 加油 助力,1
 新冠才  快乐  赶紧   美国  北京 冬奥 闭环 消除  新冠  快乐    美媒  网友 逗乐  O 北京 冬奥 闭环 消除  新冠  快乐    美媒  网友 逗乐 ,-1
羽生 结弦 赛后 采访 冬奥 男子 花滑 比赛 落下  荧幕 而羽生 结弦花 滑 传奇 永远  落幕,1
入场式  汉字 笔画 为序   全世界    中国 字 北京 冬奥   估计 国外 运动员   明白   顺序   ,0
冬奥 拜拜 怅然若失 疫情 赶紧 完  想下 一届  意大利 ,1
羽生 结弦  国际 滑联 认定  牛 逼 目标   北京 冬奥  带来 遗憾,1
笑 死 我噜 这热 搜上   骂 外务省 骂 我姐 营销      我姐 嗑 个头  第一次 发现 精毛    窝巢 冬奥  外面  嗑 宝 这件 事    骂 成大怨种    夸  笑 死  ,-1
北京 冬奥  比赛 结束 感觉 冬奥会  夏季 奥运会 刺激 好多   极限运动 好多    听说  好多     听说   完   伤感 期待  一届     运动员,-1
龚俊 科普 冬奥 冷 知识 学到  俊俊子,1
肖战  肖战  开启 冬奥 村 奇妙 之旅 xz 肖战正 能量 艺人  青年 演员,1
刘亦菲 发文 支持   冬奥   好奇 这位 美国 籍 女艺人 冬奥  支持 中国  美国 ,0
肖战 肖战 晒 汤圆 祝  元宵节 快乐 肖战 肖战 手绘 雪容 融为 冬奥 健儿 加油 肖战 馅  汤圆  舔  舔  行  咬一口   舔     肖战离  十万八千里   肖战 天天 喜欢  天天 想见 ,1
